topic-id cluster-id tweet-id
RTS1	1	760275863107698688
RTS1	1	760403801958297601
RTS1	1	761298535094419456
RTS1	1	762067556538650624
RTS1	1	762270913140318208
RTS1	1	762728801147248640
RTS1	1	762776888830033920
RTS1	2	760293772773105664
RTS1	2	760403139254038528
RTS1	2	761468765108367360
RTS1	2	762848393328627712
RTS1	2	763066153191124992
RTS1	3	760308251518918656
RTS1	3	760393265849982976
RTS1	3	760439097026457600
RTS1	3	760481832764715008
RTS1	3	760493199328673792
RTS1	3	760978148989075456
RTS1	3	761328360790302720
RTS1	3	761361478976884737
RTS1	3	761379162175049728
RTS1	3	761396040058548225
RTS1	3	761496866932613120
RTS1	3	761674155963985920
RTS1	3	761678908097835008
RTS1	3	761686969571082240
RTS1	3	761721421588344832
RTS1	3	761955572803481601
RTS1	3	761971343374053380
RTS1	3	762005409519448065
RTS1	3	762020794230648832
RTS1	3	762073671829639177
RTS1	3	762091136903094272
RTS1	3	762227296581324800
RTS1	3	762355881363304448
RTS1	3	762364152530821122
RTS1	3	762411757902127105
RTS1	3	762489495132311553
RTS1	3	762787257153531904
RTS1	3	762829904845176833
RTS1	3	762902030067171329
RTS1	3	763007063827947520
RTS1	3	763107148331036672
RTS1	3	763820008048889856
RTS1	4	760471758071824384
RTS1	4	761319288506617856
RTS1	4	762670869382561797
RTS1	4	763056699250913280
RTS1	5	760939037075054592
RTS1	5	760940245026271232
RTS1	5	760940685436399617
RTS1	5	760941377517596672
RTS1	5	760942325417779200
RTS1	5	760942358980464640
RTS1	5	760942434490744832
RTS1	5	760943785031393280
RTS1	5	760945391445610497
RTS1	5	760945504708661248
RTS1	5	760946502965534725
RTS1	5	760946934949502976
RTS1	5	760949820634730497
RTS1	5	760950428825636864
RTS1	5	760950760150487045
RTS1	5	760951808755916800
RTS1	5	760953369024430080
RTS1	5	760953557759778816
RTS1	5	760953679398768640
RTS1	5	760954623138013184
RTS1	5	760955638134341633
RTS1	5	760956741240717312
RTS1	5	760957169042911232
RTS1	5	760957424920657922
RTS1	5	760957504608174080
RTS1	5	760957970180177920
RTS1	5	760958133745422336
RTS1	5	760958150535213056
RTS1	5	760959199106981888
RTS1	5	760959744357961728
RTS1	5	760961061373607936
RTS1	5	760961078171807744
RTS1	5	760961464014286848
RTS1	5	760962634254585856
RTS1	5	760962692957995008
RTS1	5	760962827171475456
RTS1	5	760963733166231552
RTS1	5	760963808663773184
RTS1	5	760964391646920706
RTS1	5	760965230520250368
RTS1	5	760966736288120832
RTS1	5	760967168284626945
RTS1	5	760967688386670592
RTS1	5	760970783770284032
RTS1	5	760970938959536128
RTS1	5	760975519148015616
RTS1	5	760976479652020224
RTS1	5	760976580294443009
RTS1	5	760979327576080385
RTS1	5	760981563114868736
RTS1	5	760981831588216832
RTS1	5	760987045095280640
RTS1	5	760987363845603328
RTS1	5	760987372242636800
RTS1	5	760988898973614081
RTS1	5	760991092603023360
RTS1	5	760996457113542658
RTS1	5	761001221847130112
RTS1	5	761001590916546560
RTS1	5	761004002657964036
RTS1	5	761010969417887744
RTS1	5	761026526066249730
RTS1	5	761042783201222656
RTS1	5	761045207504736258
RTS1	5	761046151210504193
RTS1	5	761047430498365442
RTS1	5	761054707582275584
RTS1	5	761077109380878338
RTS1	5	761078015367360513
RTS1	5	761083669276614656
RTS1	5	761092867376893953
RTS1	5	761093295208435712
RTS1	5	761099968333479937
RTS1	5	761102560434331649
RTS1	5	761102988232433664
RTS1	5	761117815088701440
RTS1	5	761128825149284352
RTS1	5	761149473716396032
RTS1	5	761172873708843008
RTS1	5	761195837527498752
RTS1	5	761217350129422336
RTS1	5	761217400444420097
RTS1	5	761224065227120640
RTS1	5	761224866339098624
RTS1	5	761228716697645057
RTS1	5	761240733374410753
RTS1	5	761248371185029120
RTS1	5	761248526378606592
RTS1	5	761260643743739904
RTS1	5	761260731811717120
RTS1	5	761265601398513664
RTS1	5	761268264777515008
RTS1	5	761275638363791360
RTS1	5	761282462504906752
RTS1	5	761286937822973952
RTS1	5	761297952073584640
RTS1	5	761305480861921280
RTS1	5	761306101581123584
RTS1	5	761312934127603712
RTS1	5	761313542310096901
RTS1	5	761330088822640641
RTS1	5	761330256615710720
RTS1	5	761345708427444224
RTS1	5	761363555169996800
RTS1	5	761394756622573568
RTS1	5	761407402436550656
RTS1	5	761450939316396032
RTS1	5	761454361847357440
RTS1	5	761466382739345408
RTS1	5	761494807512485888
RTS1	5	761499597436882945
RTS1	5	761510951409455105
RTS1	5	761565410261172224
RTS1	5	761586272733388800
RTS1	5	761715620853325824
RTS1	5	761804942742921216
RTS1	5	761898765162803200
RTS1	5	762296888460574721
RTS1	5	762306904479629312
RTS1	5	762481643370065920
RTS1	5	762713508710588420
RTS1	5	763870520026750976
RTS1	6	762687361410998272
RTS1	7	760469904201961472
RTS1	7	760477126755688449
RTS1	7	760561981753479168
RTS1	7	760580197590536192
RTS1	7	760584534526136322
RTS1	7	760595209017262080
RTS1	7	760625542219595776
RTS1	7	760630474720944129
RTS1	7	760769947912003584
RTS1	7	760924541551910913
RTS1	7	760937367741927424
RTS1	7	760986969589645312
RTS1	7	760989586852110336
RTS1	7	760994510943887360
RTS1	7	761004300462161921
RTS1	7	761038681184489472
RTS1	7	761041193534824448
RTS1	7	761126434374942721
RTS1	7	761160978700599296
RTS1	7	761215349446496260
RTS1	7	761269443385176068
RTS1	7	761281439107121152
RTS1	7	761397692618698753
RTS1	7	761617012757979136
RTS1	7	761723661330055169
RTS1	7	761953706350743552
RTS1	7	761991392147017728
RTS1	7	762011789039063040
RTS1	7	762023394695086080
RTS1	7	762271202576596992
RTS1	7	762473611298877440
RTS1	7	762651432986247168
RTS1	7	762775898982678533
RTS1	7	762866500122255360
RTS1	7	763033030772584448
RTS1	7	763038395283206145
RTS1	7	763080959080235008
RTS1	7	763083496654983168
RTS1	7	763087007262318592
RTS1	7	763109300000534528
RTS1	7	763109568415141888
RTS1	7	763118275815407616
RTS1	7	763338149632159745
RTS1	7	763723140598009857
RTS1	7	763814509299441664
RTS1	7	763850085385981952
RTS1	7	763866845816520704
RTS1	8	763097996355665920
RTS1	9	761074836084920320
RTS1	9	763467606816763904
RTS1	9	763500125251637248
RTS1	9	763505108084789248
RTS1	9	763511521175560192
RTS1	9	763545885108236289
RTS1	9	763664546171002880
RTS1	9	763772830517374976
RTS1	9	763775670036013056
RTS1	9	763791105095708673
RTS1	9	763810491143553025
RTS1	9	763818447742627840
RTS1	9	763850513192521732
RTS1	10	761557160073584642
RTS1	11	760943583721644032
RTS1	11	760953662625619968
RTS1	11	761230507652812800
RTS1	11	761305308857643009
RTS1	11	761534376614043648
RTS1	11	761839361214275584
RTS1	11	761909271860613120
RTS1	11	762280451008503808
RTS1	11	762665790080286720
RTS1	11	762694940497354752
RTS1	11	763078362797441025
RTS1	11	763759102543663104
RTS1	11	763808414971498497
RTS1	12	760830635296645120
RTS1	12	760831520311566336
RTS1	12	760836809299460096
RTS1	12	762703018756222976
RTS1	13	760490208819380224
RTS1	13	760586426127937536
RTS1	13	760667510412718084
RTS1	13	763864501208883201
RTS1	14	761010411558821888
RTS1	14	761595907045486596
RTS1	15	763623387440623616
RTS2	1	760457216424050688
RTS2	1	761237797361553408
RTS2	2	760696157521707008
RTS2	2	760724599118127105
RTS2	3	762723172378697728
RTS4	1	763038437247070208
RTS4	2	762078222628466688
RTS4	3	763422669052215296
RTS4	3	763552541447589888
RTS4	3	763554571524399104
RTS4	3	763559810197585920
RTS4	3	763560602912436225
RTS4	3	763561164953440256
RTS4	3	763571159958859776
RTS4	3	763593305892401153
RTS4	3	763683823158562817
